,date,segment,emotion_roberta,emotion_gpt
1086,2022-01-26,qa_pair9,{'neutral': 2},"Counter({'Uncertain': 1, 'Neutral': 1})"
1087,2022-01-26,qa_pair10,{'gratitude': 2},Counter({'Concerned': 1})
1088,2022-01-26,qa_pair11,{'neutral': 2},"Counter({'Concerned': 1, 'Uncertain': 1})"
1089,2022-01-26,qa_pair12,"{'curiosity': 1, 'neutral': 2}","Counter({'Uncertain': 1, 'Neutral': 1})"
1090,2022-01-26,qa_pair13,{'gratitude': 2},"Counter({'Concerned': 1, 'Uncertain': 1})"
1091,2022-01-26,qa_pair14,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
1092,2022-01-26,qa_pair15,{'neutral': 3},Counter({'Neutral': 2})
1093,2022-03-16,opening_remark,"{'neutral': 3, 'gratitude': 2}","Counter({'Optimism': 2, 'Pessimism': 1, 'Concerned': 1})"
1094,2022-03-16,qa_pair1,{'gratitude': 1},Counter({'Concerned': 1})
1095,2022-03-16,qa_pair2,"{'curiosity': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
1096,2022-03-16,qa_pair3,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1097,2022-03-16,qa_pair4,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
1098,2022-03-16,qa_pair5,"{'curiosity': 1, 'neutral': 2}",Counter({'Uncertain': 2})
1099,2022-03-16,qa_pair6,{'neutral': 2},"Counter({'Neutral': 1, 'Uncertain': 1})"
1100,2022-03-16,qa_pair7,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 1})
1101,2022-03-16,qa_pair8,{'gratitude': 1},Counter({'Concerned': 1})
1102,2022-03-16,qa_pair9,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Pessimism': 1})"
1103,2022-03-16,qa_pair10,"{'curiosity': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
1104,2022-03-16,qa_pair11,"{'gratitude': 1, 'optimism': 1}","Counter({'Neutral': 1, 'Uncertain': 1})"
1105,2022-03-16,qa_pair12,"{'gratitude': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
1106,2022-03-16,qa_pair13,"{'curiosity': 1, 'gratitude': 1}",Counter({'Optimism': 1})
1107,2022-03-16,qa_pair14,"{'curiosity': 1, 'neutral': 2}","Counter({'Concerned': 1, 'Neutral': 1})"
1108,2022-03-16,qa_pair15,"{'optimism': 1, 'gratitude': 1}",Counter({'Neutral': 1})
1109,2022-03-16,qa_pair16,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
1110,2022-03-16,qa_pair17,{'gratitude': 1},Counter({'Concerned': 1})
1111,2022-03-16,qa_pair18,"{'approval': 1, 'neutral': 1}","Counter({'Optimism': 1, 'Neutral': 1})"
1112,2022-03-16,qa_pair19,"{'neutral': 1, 'gratitude': 1}",Counter({'Uncertain': 2})
1113,2022-05-04,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Concerned': 2, 'Optimism': 1, 'Neutral': 1})"
1114,2022-05-04,qa_pair1,"{'curiosity': 1, 'neutral': 2}","Counter({'Neutral': 1, 'Uncertain': 1, 'Optimism': 1})"
1115,2022-05-04,qa_pair2,"{'curiosity': 2, 'neutral': 2}","Counter({'Concerned': 2, 'Uncertain': 1})"
1116,2022-05-04,qa_pair3,{'neutral': 2},Counter({'Neutral': 1})
1117,2022-05-04,qa_pair4,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 1})
1118,2022-05-04,qa_pair5,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
1119,2022-05-04,qa_pair6,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
1120,2022-05-04,qa_pair7,"{'curiosity': 1, 'gratitude': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
1121,2022-05-04,qa_pair8,"{'curiosity': 1, 'approval': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
1122,2022-05-04,qa_pair9,{'neutral': 1},Counter({'Neutral': 1})
1123,2022-05-04,qa_pair10,"{'neutral': 4, 'approval': 1, 'curiosity': 1}","Counter({'Uncertain': 2, 'Pessimism': 1, 'Neutral': 1})"
1124,2022-05-04,qa_pair11,{'neutral': 1},Counter({'Neutral': 1})
1125,2022-05-04,qa_pair12,{'curiosity': 1},Counter({'Concerned': 1})
1126,2022-05-04,qa_pair13,"{'gratitude': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1127,2022-05-04,qa_pair14,"{'neutral': 1, 'gratitude': 1}",Counter({'Optimism': 2})
1128,2022-06-15,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Concerned': 2, 'Optimism': 1, 'Neutral': 1})"
1129,2022-06-15,qa_pair1,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1130,2022-06-15,qa_pair2,"{'curiosity': 1, 'neutral': 2}","Counter({'Uncertain': 1, 'Pessimism': 1})"
1131,2022-06-15,qa_pair3,"{'curiosity': 1, 'neutral': 2}","Counter({'Neutral': 1, 'Uncertain': 1})"
1132,2022-06-15,qa_pair4,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
1133,2022-06-15,qa_pair5,"{'gratitude': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
1134,2022-06-15,qa_pair6,"{'curiosity': 1, 'neutral': 2}","Counter({'Uncertain': 2, 'Concerned': 1})"
1135,2022-06-15,qa_pair7,"{'curiosity': 1, 'neutral': 1}",Counter({'Pessimism': 2})
1136,2022-06-15,qa_pair8,"{'curiosity': 1, 'neutral': 2}","Counter({'Pessimism': 1, 'Neutral': 1})"
1137,2022-06-15,qa_pair9,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1138,2022-06-15,qa_pair10,"{'curiosity': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Pessimism': 1})"
1139,2022-06-15,qa_pair11,"{'curiosity': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
1140,2022-06-15,qa_pair12,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1141,2022-06-15,qa_pair13,"{'curiosity': 1, 'optimism': 1}",Counter({'Concerned': 1})
1142,2022-06-15,qa_pair14,{'neutral': 2},Counter({'Uncertain': 1})
1143,2022-06-15,qa_pair15,"{'curiosity': 1, 'approval': 1}",Counter({'Pessimism': 1})
1144,2022-06-15,qa_pair16,"{'curiosity': 1, 'neutral': 1, 'gratitude': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
1145,2022-06-15,qa_pair17,{'gratitude': 2},Counter({'Concerned': 2})
1146,2022-07-27,opening_remark,"{'neutral': 3, 'gratitude': 1}","Counter({'Optimism': 2, 'Pessimism': 1})"
1147,2022-07-27,qa_pair1,{'gratitude': 1},Counter({'Pessimism': 1})
1148,2022-07-27,qa_pair2,"{'curiosity': 1, 'neutral': 2}","Counter({'Uncertain': 1, 'Concerned': 1})"
1149,2022-07-27,qa_pair3,{'neutral': 2},"Counter({'Neutral': 1, 'Uncertain': 1})"
1150,2022-07-27,qa_pair4,"{'gratitude': 1, 'neutral': 1}",Counter({'Concerned': 1})
1151,2022-07-27,qa_pair5,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
1152,2022-07-27,qa_pair6,{'neutral': 2},Counter({'Optimism': 2})
1153,2022-07-27,qa_pair7,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Pessimism': 1})"
1154,2022-07-27,qa_pair8,{'curiosity': 1},Counter({'Concerned': 1})
1155,2022-07-27,qa_pair9,{'neutral': 2},Counter({'Uncertain': 2})
1156,2022-07-27,qa_pair10,"{'gratitude': 1, 'neutral': 1}",Counter({'Uncertain': 1})
1157,2022-07-27,qa_pair11,{'neutral': 2},"Counter({'Pessimism': 1, 'Concerned': 1})"
1158,2022-07-27,qa_pair12,"{'curiosity': 1, 'neutral': 2}","Counter({'Uncertain': 1, 'Neutral': 1})"
1159,2022-07-27,qa_pair13,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Optimism': 1})"
1160,2022-07-27,qa_pair14,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
1161,2022-07-27,qa_pair15,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1162,2022-07-27,qa_pair16,"{'gratitude': 2, 'confusion': 1, 'neutral': 1}","Counter({'Pessimism': 2, 'Concerned': 1})"
1163,2022-07-27,qa_pair17,{'neutral': 2},Counter({'Concerned': 1})
1164,2022-07-27,qa_pair18,"{'curiosity': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Pessimism': 1})"
1165,2022-07-27,qa_pair19,{'neutral': 2},Counter({'Pessimism': 1})
1166,2022-07-27,qa_pair20,"{'gratitude': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
1167,2022-07-27,qa_pair21,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
1168,2022-09-21,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1, 'Uncertain': 1})"
1169,2022-09-21,qa_pair1,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Optimism': 1})"
1170,2022-09-21,qa_pair2,"{'gratitude': 1, 'confusion': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1171,2022-09-21,qa_pair3,"{'curiosity': 1, 'neutral': 2}","Counter({'Pessimism': 1, 'Neutral': 1})"
1172,2022-09-21,qa_pair4,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
1173,2022-09-21,qa_pair5,"{'curiosity': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
1174,2022-09-21,qa_pair6,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Optimism': 1})"
1175,2022-09-21,qa_pair7,{'curiosity': 1},Counter({'Uncertain': 1})
1176,2022-09-21,qa_pair8,"{'curiosity': 1, 'neutral': 1}","Counter({'Pessimism': 1, 'Neutral': 1})"
1177,2022-09-21,qa_pair9,"{'curiosity': 1, 'approval': 1}",Counter({'Optimism': 2})
1178,2022-09-21,qa_pair10,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 2})
1179,2022-09-21,qa_pair11,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
1180,2022-09-21,qa_pair12,{'curiosity': 2},"Counter({'Pessimism': 1, 'Optimism': 1})"
1181,2022-09-21,qa_pair13,{'curiosity': 2},Counter({'Pessimism': 2})
1182,2022-09-21,qa_pair14,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
1183,2022-11-02,opening_remark,"{'neutral': 3, 'gratitude': 1}","Counter({'Optimism': 2, 'Neutral': 1})"
1184,2022-11-02,qa_pair1,{'curiosity': 1},Counter({'Uncertain': 1})
1185,2022-11-02,qa_pair2,"{'neutral': 2, 'approval': 1}","Counter({'Uncertain': 1, 'Neutral': 1, 'Optimism': 1})"
1186,2022-11-02,qa_pair3,{'neutral': 2},"Counter({'Concerned': 1, 'Uncertain': 1})"
1187,2022-11-02,qa_pair4,{'curiosity': 1},Counter({'Uncertain': 1})
1188,2022-11-02,qa_pair5,"{'curiosity': 1, 'neutral': 2}","Counter({'Uncertain': 1, 'Neutral': 1})"
1189,2022-11-02,qa_pair6,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 2})
1190,2022-11-02,qa_pair7,"{'curiosity': 1, 'disappointment': 1, 'disapproval': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
1191,2022-11-02,qa_pair8,"{'gratitude': 2, 'neutral': 1}",Counter({'Concerned': 2})
1192,2022-11-02,qa_pair9,{'neutral': 2},Counter({'Concerned': 2})
1193,2022-11-02,qa_pair10,{'neutral': 3},"Counter({'Concerned': 1, 'Optimism': 1})"
1194,2022-11-02,qa_pair11,"{'curiosity': 2, 'neutral': 1}","Counter({'Pessimism': 1, 'Concerned': 1, 'Neutral': 1})"
1195,2022-11-02,qa_pair12,"{'neutral': 1, 'gratitude': 1}",Counter({'Concerned': 1})
1196,2022-11-02,qa_pair13,"{'curiosity': 1, 'neutral': 1}","Counter({'Pessimism': 1, 'Uncertain': 1})"
1197,2022-12-14,opening_remark,"{'neutral': 4, 'gratitude': 1}",Counter({'Concerned': 4})
1198,2022-12-14,qa_pair1,"{'curiosity': 1, 'neutral': 1}","Counter({'Optimism': 1, 'Concerned': 1})"
1199,2022-12-14,qa_pair2,"{'curiosity': 1, 'neutral': 2}","Counter({'Concerned': 2, 'Uncertain': 1})"
1200,2022-12-14,qa_pair3,{'neutral': 2},"Counter({'Pessimism': 1, 'Neutral': 1})"
1201,2022-12-14,qa_pair4,{'neutral': 2},Counter({'Uncertain': 2})
1202,2022-12-14,qa_pair5,"{'curiosity': 1, 'neutral': 1}","Counter({'Pessimism': 1, 'Neutral': 1})"
1203,2022-12-14,qa_pair6,{'curiosity': 1},Counter({'Uncertain': 1})
1204,2022-12-14,qa_pair7,"{'curiosity': 1, 'neutral': 1}",Counter({'Pessimism': 2})
1205,2022-12-14,qa_pair8,{'curiosity': 1},Counter({'Neutral': 1})
1206,2022-12-14,qa_pair9,{'curiosity': 1},Counter({'Neutral': 1})
1207,2022-12-14,qa_pair10,"{'gratitude': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Concerned': 1})"
1208,2022-12-14,qa_pair11,"{'curiosity': 1, 'neutral': 2}","Counter({'Concerned': 1, 'Optimism': 1})"
1209,2022-12-14,qa_pair12,{'curiosity': 1},Counter({'Concerned': 1})
1210,2022-12-14,qa_pair13,{'gratitude': 1},Counter({'Neutral': 1})
1211,2022-12-14,qa_pair14,"{'curiosity': 1, 'approval': 1}","Counter({'Concerned': 1, 'Optimism': 1})"
1212,2022-12-14,qa_pair15,{'neutral': 1},Counter({'Uncertain': 1})
1213,2022-12-14,qa_pair16,"{'curiosity': 1, 'neutral': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
1214,2022-12-14,qa_pair17,{'neutral': 2},Counter({'Pessimism': 1})
1215,2022-12-14,qa_pair18,{'curiosity': 1},Counter({'Uncertain': 1})
1216,2023-02-01,opening_remark,"{'neutral': 3, 'gratitude': 1}","Counter({'Concerned': 2, 'Neutral': 1})"
1217,2023-02-01,qa_pair1,{'neutral': 1},Counter({'Neutral': 1})
1218,2023-02-01,qa_pair2,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1219,2023-02-01,qa_pair3,{'approval': 1},Counter({'Neutral': 1})
1220,2023-02-01,qa_pair4,"{'curiosity': 1, 'neutral': 2}",Counter({'Uncertain': 2})
1221,2023-02-01,qa_pair5,"{'curiosity': 1, 'optimism': 1, 'neutral': 1}","Counter({'Optimism': 1, 'Uncertain': 1})"
1222,2023-02-01,qa_pair6,{'neutral': 2},"Counter({'Neutral': 1, 'Concerned': 1})"
1223,2023-02-01,qa_pair7,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1224,2023-02-01,qa_pair8,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
1225,2023-02-01,qa_pair9,"{'curiosity': 1, 'neutral': 2, 'confusion': 1}","Counter({'Neutral': 1, 'Pessimism': 1, 'Optimism': 1})"
1226,2023-02-01,qa_pair10,"{'curiosity': 1, 'approval': 1}",Counter({'Pessimism': 1})
1227,2023-02-01,qa_pair11,"{'curiosity': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1228,2023-02-01,qa_pair12,"{'gratitude': 1, 'curiosity': 1}","Counter({'Neutral': 1, 'Uncertain': 1})"
1229,2023-02-01,qa_pair13,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
1230,2023-02-01,qa_pair14,{'neutral': 1},Counter({'Pessimism': 1})
1231,2023-02-01,qa_pair15,"{'curiosity': 1, 'optimism': 1}","Counter({'Neutral': 1, 'Concerned': 1})"
1232,2023-02-01,qa_pair16,{'gratitude': 1},Counter({'Concerned': 1})
1233,2023-02-01,qa_pair17,{'curiosity': 1},Counter({'Concerned': 1})
1234,2023-03-22,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Concerned': 2, 'Optimism': 2})"
1235,2023-03-22,qa_pair1,"{'gratitude': 1, 'neutral': 1}",Counter({'Optimism': 2})
1236,2023-03-22,qa_pair2,"{'curiosity': 1, 'neutral': 1}",Counter({'Neutral': 1})
1237,2023-03-22,qa_pair3,{'neutral': 2},"Counter({'Uncertain': 1, 'Concerned': 1})"
1238,2023-03-22,qa_pair4,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1239,2023-03-22,qa_pair5,{'curiosity': 2},"Counter({'Neutral': 1, 'Pessimism': 1})"
1240,2023-03-22,qa_pair6,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 2})
1241,2023-03-22,qa_pair7,{'neutral': 2},"Counter({'Uncertain': 1, 'Pessimism': 1})"
1242,2023-03-22,qa_pair8,{'curiosity': 1},Counter({'Concerned': 1})
1243,2023-03-22,qa_pair9,{'neutral': 1},Counter({'Neutral': 1})
1244,2023-03-22,qa_pair10,{'neutral': 1},Counter({'Neutral': 1})
1245,2023-03-22,qa_pair11,{'gratitude': 1},Counter({'Uncertain': 1})
1246,2023-03-22,qa_pair12,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1247,2023-03-22,qa_pair13,"{'neutral': 1, 'confusion': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
1248,2023-03-22,qa_pair14,{'gratitude': 1},Counter({'Concerned': 1})
1249,2023-03-22,qa_pair15,{'gratitude': 1},Counter({'Neutral': 1})
1250,2023-03-22,qa_pair16,"{'curiosity': 1, 'neutral': 2}","Counter({'Concerned': 1, 'Uncertain': 1})"
1251,2023-03-22,qa_pair17,{'curiosity': 1},Counter({'Uncertain': 1})
1252,2023-03-22,qa_pair18,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1253,2023-03-22,qa_pair19,"{'curiosity': 1, 'gratitude': 1}",Counter({'Concerned': 1})
1254,2023-05-03,opening_remark,"{'neutral': 3, 'gratitude': 1}","Counter({'Optimism': 2, 'Concerned': 1})"
1255,2023-05-03,qa_pair1,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1256,2023-05-03,qa_pair2,"{'gratitude': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Uncertain': 1})"
1257,2023-05-03,qa_pair3,"{'curiosity': 1, 'remorse': 1, 'neutral': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
1258,2023-05-03,qa_pair4,"{'curiosity': 1, 'approval': 1}","Counter({'Concerned': 1, 'Neutral': 1})"
1259,2023-05-03,qa_pair5,"{'curiosity': 1, 'neutral': 1}","Counter({'Uncertain': 1, 'Neutral': 1})"
1260,2023-05-03,qa_pair6,"{'curiosity': 1, 'neutral': 1}",Counter({'Uncertain': 1})
1261,2023-05-03,qa_pair7,{'neutral': 3},"Counter({'Concerned': 1, 'Pessimism': 1})"
1262,2023-05-03,qa_pair8,"{'curiosity': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Pessimism': 1})"
1263,2023-05-03,qa_pair9,"{'curiosity': 1, 'approval': 1}","Counter({'Uncertain': 1, 'Optimism': 1})"
1264,2023-05-03,qa_pair10,"{'neutral': 1, 'disapproval': 1}",Counter({'Neutral': 1})
1265,2023-05-03,qa_pair11,{'curiosity': 1},Counter({'Pessimism': 1})
1266,2023-05-03,qa_pair12,"{'curiosity': 1, 'neutral': 2}",Counter({'Uncertain': 2})
1267,2023-05-03,qa_pair13,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1268,2023-05-03,qa_pair14,{'neutral': 1},Counter({'Concerned': 1})
1269,2023-05-03,qa_pair15,{'neutral': 2},Counter({'Concerned': 1})
1270,2023-05-03,qa_pair16,{'gratitude': 1},Counter({'Neutral': 1})
1271,2023-05-03,qa_pair17,{'neutral': 1},Counter({'Concerned': 1})
1272,2023-05-03,qa_pair18,"{'gratitude': 1, 'curiosity': 1, 'approval': 1}",Counter({'Concerned': 2})
1273,2023-05-03,qa_pair19,"{'curiosity': 1, 'neutral': 1}",Counter({'Concerned': 1})
1274,2023-05-03,qa_pair20,"{'curiosity': 1, 'gratitude': 1}",Counter({'Pessimism': 1})
1275,2023-06-14,opening_remark,"{'neutral': 4, 'gratitude': 1}","Counter({'Concerned': 2, 'Uncertain': 1, 'Neutral': 1})"
